utime,rotation_rate_x,rotation_rate_y,rotation_rate_z,linear_accel_x,linear_accel_y,linear_accel_z,brake_sensor,steering_sensor,throttle_sensor,meanEffTorque,FL_wheel_speed,FR_wheel_speed,RL_wheel_speed,RR_wheel_speed,value,brake,steering,steering_speed,throttle,vehicle_speed,Severity
1531884392,0.025881572408,-0.04313209368,-0.390238897496,3.560216486444,-3.5035848808280003,38.9987352562,0.6841117058492752,0.7529858490799172,1.0606542618393375,244.9,772.714344,753.5607000000001,768.624408,749.435736,-2.4070999267083333,0.0,-109.2,159.2,940.0,87.78,0
1531884393,-0.040967403712,-0.019306009032,-0.092534277912,3.878311746128,-1.900692206004,39.390434379584,0.6843049916651944,0.753148523915878,1.091379059605468,262.98,872.245572,867.461748,867.790344,863.55696,-0.6087420541360824,0.0,-30.6,19.6,984.0,99.96,0
1531884394,-0.025653035216,0.05682447272,0.006176019136,3.709647812848,-1.631698876604,38.640024299644,0.6839980582360932,0.7533072098407644,1.0923448001269636,257.6,974.033604,973.164576,969.108,969.00792,-0.0403764829237112,0.0,-0.6,3.8,984.0,111.78,0
1531884395,-0.020235963224,-0.011507054584,0.022588610856,3.4323540258520002,-1.677813967456,39.289207344044,0.6841450005205943,0.7534113552233545,1.0667104445222928,240.53061224489795,1083.9583102040815,1083.8000204081634,1078.6581551020408,1079.3781183673473,0.0021089394833332,0.0,-4.6,-24.0,928.0,124.28,0
1531884396,0.0325648056959996,-0.021057701992,-0.01628476148,2.290338467868,-1.9912197533,39.2499563217,0.6841072769270788,0.7534997147991468,0.9512137308695096,168.66,1171.771668,1169.579916,1167.022872,1165.9686960000001,-0.1404262827375,0.0,-5.0,11.8,676.0,133.84,0
1531884397,-0.001625397144,0.002802286912,0.015843145936,1.638828872444898,-1.422237944853061,39.26276055161632,0.6841610142320252,0.7533765559792152,0.8962528499537644,127.93877551020408,1221.049187755102,1219.932648979592,1216.9336530612245,1217.0681142857143,-0.0042178790708332,0.0,-0.4,-8.0,568.0,139.2,0
1531884398,-0.010734632232,0.025259858536,0.0098802056159996,1.1327977500439996,-1.613978568768,39.176017265324,0.6841166211291664,0.7535341909733332,0.8375644670841664,96.56565656565658,1255.3789212121212,1253.581187878788,1251.1634303030305,1251.1347878787878,-0.035674529856,0.0,-2.4,-4.2,466.0,142.8,0
1531884399,0.0049664571510204,-0.0066454750775508,0.0076471048,0.6692616849799996,-1.68193430634,39.03139354706,0.6841458707528184,0.7534773610384132,0.795197057951148,71.38,1276.838988,1274.6522400000001,1272.730704,1273.131024,-0.0296349783469384,0.0,-1.0,7.8,388.0,145.28,0
1531884400,0.016491938064,-0.00182421892,0.012305891304,0.4781515774879996,-1.576099244968,39.124204444892,0.68417258604354,0.7535911826970496,0.7818220718579856,60.16,1288.286472,1286.480028,1284.773664,1284.867072,-0.0140331523555552,0.0,-0.8,0.0,368.0,146.48000000000002,0
1531884401,0.001957481136,-0.006135306624,0.007021224024,0.4699121636,-1.48811219036,39.104154548652,0.6840673112267488,0.7536582616168724,0.7726993862995885,57.73737373737374,1297.6820969696969,1295.4867393939394,1293.7867272727271,1293.9939636363638,-0.0415970138416664,0.0,-1.2,3.8000000000000007,336.0,147.52,0
1531884402,0.0039803928833332,-0.006572912675,0.0129449704666664,0.176898457604,-1.354401149452,39.160283203116,0.6841101731912131,0.7534125308803348,0.7396573588414224,37.3,1300.974948,1298.719812,1297.046808,1297.660632,-0.0215576931824172,0.0,-2.1999999999999997,-24.0,272.0,148.06,0
1531884403,-0.025406588584,0.0102898306,-0.00364455556,-1.088226449032,-1.568115958568,39.04349067688,0.684157162465126,0.75388717895084,0.6298496650563024,-42.56565656565657,1282.8722787878787,1280.0451030303032,1281.4384727272727,1280.8824727272727,-0.0874089384244896,0.0,-5.6,-4.0,64.0,145.46,0
1531884404,-0.013145152176,0.01698233456,-0.000591637824,-1.549624263412,-1.755291871436,38.9904510498,0.6840907145611876,0.7535511120593849,0.6392577845548248,-73.76,1230.4419,1227.471192,1228.53204,1228.508688,-0.0816886061567008,0.0,-4.6,11.8,88.0,139.33999999999997,0
1531884405,0.0031608925359996,0.0010121998239996,0.1028527867759996,-1.559828396448,-0.805311207512,38.949955520632,0.6842595656345992,0.7537352040962024,0.6499346792101264,-65.32,1174.585584,1176.428724,1172.75412,1177.07424,0.4642575810893616,0.0,30.799999999999997,47.8,128.0,133.26,0
1531884406,0.008525018616,-0.0094503077039996,0.216932478856,-0.569105983856,0.141053373072,39.141518058768,0.684098469909148,0.7537986974044164,0.7016950406948476,-7.24,1139.882844,1147.462236,1137.0555840000002,1146.940152,0.9859329325428572,0.0,58.0,-4.0,214.0,130.08,0
